text	labels
He was the center 's chief of staff before moving to the White House .	O O O O O O O O O O O O B-org I-org O
The Center for a Free Cuba is a non-profit institution dedicated to promoting human rights and democracy in Cuba .	O B-org O O B-geo I-geo O O O O O O O O O O O O B-geo O
A moderate earthquake struck northwest Pakistan Sunday , but there were no immediate reports of damage or injuries .	O O O O O B-geo B-tim O O O O O O O O O O O O
The U.S. Geological Survey measured the quake at a magnitude of 4.9 .	O B-org I-org I-org O O O O O O O O O
Officials say the earthquake was centered in the Hindu Kush mountains of neighboring Afghanistan .	O O O O O O O O B-geo I-geo O O O B-geo O
Pakistani officials say the earthquake was felt in the capital , Islamabad , as well as Peshawar and Chitral .	B-gpe O O O O O O O O O O B-geo O O O O B-geo O B-geo O
Police officials say there were no reports of deaths , injuries or damages .	O O O O O O O O O O O O O O
Iraqi Sunni leaders say they want more seats on the parliamentary committee charged with drafting the country 's constitution or they will boycott the process .	B-gpe B-org O O O O O O O O O O O O O O O O O O O O O O O O
A coalition of Sunni organizations said Wednesday they want to increase their current special allotment of 13 seats to 25 , strengthening their voice on a key committee that could have a total of some 75 seats .	O O O B-org O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Sunnis have already been granted 11 extra seats on the committee to make up for their small number of legislators - a result of the parliament election boycott by Sunni voters .	O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-org O O
Shi'ite leaders have not responded to the demands .	B-org O O O O O O O O
Meanwhile , insurgent attacks across Iraq Tuesday killed at least 25 people , including three U.S. soldiers .	O O O O O B-geo B-tim O O O O O O O O B-org O O
Several hundred anti-war protesters have begun their second week of demonstrations outside President Bush 's Crawford , Texas ranch .	O O O O O O O O O O O O B-per I-per O B-geo O B-geo O O
At the center of the protests is a California woman whose son was killed in Iraq last year .	O O O O O O O O B-geo O O O O O O B-geo O O O
Cindy Sheehan came to Crawford a week ago demanding to talk to Mr. Bush about the death of her son and the rationale behind the Iraq conflict .	B-per I-per O O B-geo O O O O O O O B-per I-per O O O O O O O O O O O B-geo O O
On Saturday , dozens of anti-war demonstrators squared off with counter-protesters outside Mr. Bush 's ranch .	O B-tim O O O O O O O O O O B-per I-per O O O
Authorities turned out in force to keep the two groups separated .	O O O O O O O O O O O O
Mr. Bush has said he understands the sentiments of anti-war protesters , but he repeated his position that U.S. troops will not be immediately withdrawn from Iraq .	B-per I-per O O O O O O O O O O O O O O O O B-org O O O O O O O B-geo O
"A presidential panel says U.S. intelligence about Iran 's arms capabilities is "" inadequate . """	O O O O B-org O O B-org O O O O O O O O
The New York Times says the panel investigating U.S. intelligence on global weapons proliferation will submit the classified report to President Bush later this month .	O B-org I-org I-org O O O O B-org O O O O O O O O O O O B-per I-per B-tim O O O
The commission is expected to also be critical of American intelligence on North Korea , but the newspaper says officials describe the lack of information about Tehran 's capabilities as particularly worrisome .	O O O O O O O O O B-gpe O O B-geo I-geo O O O O O O O O O O O O B-org O O O O O O
The report says America lacks the intelligence on Tehran 's arms to allow firm judgments about its weapons programs .	O O O B-org O O O O B-geo O O O O O O O O O O O
The United States says Iran is trying to covertly develop nuclear weapons .	O B-geo I-geo O B-org O O O O O O O O
Tehran insists its nuclear program is for civilian purposes .	B-geo O O O O O O O O O
The International Atomic Energy Agency has been skeptical of Tehran 's claims , but says it has seen no evidence of an Iranian nuclear weapons program .	O B-org I-org I-org I-org O O O O B-org O O O O O O O O O O O O B-gpe O O O O
Police in Pakistan say at least five soldiers were killed in a suicide attack in the country 's northwestern Swat Valley .	O O B-geo O O O O O O O O O O O O O O O O B-org I-org O
Security officials say a suicide bomber rammed his explosives-laden vehicle into a security checkpoint in the town of Khawaza Kehla Saturday .	O O O O O O O O O O O O O O O O O O B-org I-org B-tim O
At least four soldiers were wounded .	O O O O O O O
Pakistan 's military launched an offensive in Swat and surrounding areas in late April after militants violated a peace deal and began advancing toward the capital , Islamabad .	B-geo O O O O O O B-org O O O O O B-tim O O O O O O O O O O O O O B-geo O
Officials call the operation a success and say most of the Taliban insurgents have been driven from the region .	O O O O O O O O O O O B-org O O O O O O O O
However , Pakistani forces have encountered some lingering resistance .	O O B-gpe O O O O O O O
The military says eight militants were killed Saturday in a clash that erupted as soldiers searched another area of Swat Valley .	O O O O O O O B-tim O O O O O O O O O O O B-org I-org O
Two others were detained .	O O O O O
Elsewhere in northwestern Pakistan , security officials say fighter jets targeted a suspected militant hideout in the South Waziristan tribal region Saturday .	O O O B-geo O O O O O O O O O O O O O B-geo I-geo O O B-tim O
Iran 's top nuclear negotiator says Tehran will soon resume large-scale enrichment of uranium if Iran is referred to the United Nations Security Council .	B-geo O O O O O B-org O O O O O O O O B-geo O O O O B-org I-org I-org I-org O
Ali Larijani also told a news conference Wednesday that Iran 's main enrichment plant is ready for use .	B-per I-per O O O O O B-tim O B-geo O O O O O O O O O
He said all Iran has to do is inform the International Atomic Energy Agency that it would be resuming operations .	O O O B-geo O O O O O O B-org I-org I-org I-org O O O O O O O
His comments come one day before the IAEA board meets in Vienna .	O O O O O O O B-org O O O B-geo O
A draft resolution obtained by news agencies formally calls on the IAEA to report Iran to the U.N. Security Council over its nuclear activities .	O O O O O O O O O O O B-org O O B-geo O O B-org I-org I-org O O O O O
British Foreign Secretary Jack Straw met his Iranian counterpart Manouchehr Mottaki in London today to tell him that Tehran has one last chance to convince the world that its nuclear program is peaceful .	B-gpe O O B-per I-per O O B-gpe O B-org I-org O B-geo B-tim O O O O B-org O O O O O O O O O O O O O O O
European and U.S. leaders accuse Iran of secretly trying to develop nuclear weapons .	O O B-geo O O B-geo O O O O O O O O
Iran denies the charge .	B-geo O O O O
"U.S. Secretary of State Condoleezza Rice says the Bush administration has a strategy to "" assure victory "" in Iraq ."	B-org B-per I-per I-per I-per I-per O O B-per O O O O O O O O O O B-geo O
In testimony before the Senate Foreign Relations Committee , Ms. Rice said the plan is to clear out areas under insurgent control , hold those areas securely , and build durable , national Iraqi institutions .	O O O O B-org I-org I-org I-org O B-per I-per O O O O O O O O O O O O O O O O O O O O O O B-org O O
She said the United States will send in teams of diplomatic and military personnel working together to help Iraqis train police , and set up essential services .	O O O B-org I-org O O O O O O O O O O O O O B-gpe O O O O O O O O O
Ms. Rice 's testimony Wednesday comes just days after Iraqis voted in a referendum on a new constitution .	B-per I-per O O B-tim O O O O B-gpe O O O O O O O O O
Senators pressed the secretary for specifics , including when the 150-thousand U.S. troops in Iraq might start coming home .	O O O O O O O O O O O B-org O O B-geo O O O O O
The secretary refused to offer a timetable , saying any withdrawal depends on Iraqi forces being able to fight the insurgents independently .	O O O O O O O O O O O O O B-gpe O O O O O O O O O
English and Irish colonists from St. Kitts first settled on Montserrat in 1632 ; the first African slaves arrived three decades later .	B-gpe O B-gpe O O B-geo I-geo O O O B-geo O B-tim O O O B-gpe O O B-tim I-tim I-tim O
The British and French fought for possession of the island for most of the 18th century , but it finally was confirmed as a British possession in 1783 .	O B-gpe O B-gpe O O O O O O O O O O B-tim I-tim O O O O O O O O B-gpe O O B-tim O
The island 's sugar plantation economy was converted to small farm landholdings in the mid 19th century .	O O O O O O O O O O O O O O B-tim I-tim I-tim O
Much of this island was devastated and two-thirds of the population fled abroad because of the eruption of the Soufriere Hills Volcano that began on 18 July 1995 .	O O O O O O O O O O O O O O O O O O O B-org I-org I-org O O O B-tim I-tim I-tim O
Montserrat has endured volcanic activity since , with the last eruption occurring in July 2003 .	B-geo O O O O O O O O O O O O B-tim I-tim O
Georgia 's economy sustained GDP growth of more than 10 % in 2006 - 7 , based on strong inflows of foreign investment and robust government spending .	B-geo O O O O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O
However , GDP growth slowed in 2008 following the August 2008 conflict with Russia , and turned negative in 2009 as foreign direct investment and workers ' remittances declined in the wake of the global financial crisis , but rebounded in 2010 .	O O O O O O B-tim O O B-tim I-tim O O B-org O O O O O B-tim O O O O O O O O O O O O O O O O O O O O O B-tim O
Georgia 's main economic activities include the cultivation of agricultural products such as grapes , citrus fruits , and hazelnuts ; mining of manganese and copper ; and output of a small industrial sector producing alcoholic and nonalcoholic beverages , metals , machinery , aircraft and chemicals .	B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Areas of recent improvement include growth in the construction , banking services , and mining sectors , but reduced availability of external investment and the slowing regional economy are emerging risks .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The country imports nearly all its needed supplies of natural gas and oil products .	O O O O O O O O O O O O O O O
It has sizeable hydropower capacity , a growing component of its energy supplies .	O O O O O O O O O O O O O O
Georgia has overcome the chronic energy shortages and gas supply interruptions of the past by renovating hydropower plants and by increasingly relying on natural gas imports from Azerbaijan instead of from Russia .	B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O B-geo O
The construction on the Baku-T'bilisi-Ceyhan oil pipeline , the Baku-T'bilisi-Erzerum gas pipeline , and the Kars-Akhalkalaki Railroad are part of a strategy to capitalize on Georgia 's strategic location between Europe and Asia and develop its role as a transit point for gas , oil and other goods .	O O O O O O O O O O O O O O O B-org I-org O O O O O O O O B-geo O O O O B-geo O B-geo O O O O O O O O O O O O O O O O
Georgia has historically suffered from a chronic failure to collect tax revenues ; however , the government , since coming to power in 2004 , has simplified the tax code , improved tax administration , increased tax enforcement , and cracked down on petty corruption .	B-geo O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O
However , the economic downturn of 2008 - 9 eroded the tax base and led to a decline in the budget surplus and an increase in public borrowing needs .	O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O O O O O O O O
The country is pinning its hopes for renewed growth on a determined effort to continue to liberalize the economy by reducing regulation , taxes , and corruption in order to attract foreign investment , but the economy faces a more difficult investment climate both domestically and internationally .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
After discarding socialist economic policies in the mid-1990s , Madagascar followed a World Bank- and IMF-led policy of privatization and liberalization that has been undermined since the start of the political crisis .	O O O O O O O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O
This strategy placed the country on a slow and steady growth path from an extremely low level .	O O O O O O O O O O O O O O O O O O
Agriculture , including fishing and forestry , is a mainstay of the economy , accounting for more than one-fourth of GDP and employing 80 % of the population .	O O O O O O O O O O O O O O O O O O O O B-art O O O O O O O O
Exports of apparel have boomed in recent years primarily due to duty-free access to the US .	O O O O O O O O O O O O O O O B-geo O
However , Madagascar 's failure to comply with the requirements of the African Growth and Opportunity Act ( AGOA ) led to the termination of the country 's duty-free access in January 2010 .	O O B-org O O O O O O O O O B-gpe B-org I-org I-org I-org O B-art O O O O O O O O O O O O B-tim I-tim O
Deforestation and erosion , aggravated by the use of firewood as the primary source of fuel , are serious concerns .	O O O O O O O O O O O O O O O O O O O O O
Former President RAVALOMANANA worked aggressively to revive the economy following the 2002 political crisis , which triggered a 12 % drop in GDP that year .	O B-per I-per O O O O O O O O B-tim O O O O O O O O O O O B-tim O O
The current political crisis which began in early 2009 has dealt additional blows to the economy .	O O O O O O O O B-tim O O O O O O O O
Tourism dropped more than 50 % in 2009 , compared with the previous year , and many investors are wary of entering the uncertain investment environment .	O O O O O O O B-tim O O O O B-tim O O O O O O O O O O O O O O
Settled by both Britain and France during the first half of the 19th century , the island was made a French possession in 1853 .	O O O B-org O B-org O O B-tim I-tim I-tim O B-tim I-tim O O O O O O B-gpe O O B-tim O
It served as a penal colony for four decades after 1864 .	O O O O O O O B-tim I-tim O B-tim O
Agitation for independence during the 1980s and early 1990s ended in the 1998 Noumea Accord , which over a period of 15 to 20 years will transfer an increasing amount of governing responsibility from France to New Caledonia .	O O O O O B-tim I-tim O B-tim O O O B-tim I-tim I-tim O O O O O O B-tim O B-tim O O O O O O O O O O B-org O B-geo I-geo O
The agreement also commits France to conduct a referendum between 2014 and 2019 to decide whether New Caledonia should assume full sovereignty and independence .	O O O O B-org O O O O B-tim I-tim O B-tim O O O B-geo I-geo O O O O O O O
ALL the Goods were once driven out by the Ills from that common share which they each had in the affairs of mankind ; for the Ills by reason of their numbers had prevailed to possess the earth .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Goods wafted themselves to heaven and asked for a righteous vengeance on their persecutors .	O O O O O O O O O O O O O O O O
They entreated Jupiter that they might no longer be associated with the Ills , as they had nothing in common and could not live together , but were engaged in unceasing warfare ; and that an indissoluble law might be laid down for their future protection .	O O B-per O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Jupiter granted their request and decreed that henceforth the Ills should visit the earth in company with each other , but that the Goods should one by one enter the habitations of men .	B-per O O O O O O O O B-nat O O O O O O O O O O O O O O O O O O O O O O O O
Hence it arises that Ills abound , for they come not one by one , but in troops , and by no means singly : while the Goods proceed from Jupiter , and are given , not alike to all , but singly , and separately ; and one by one to those who are able to discern them .	O O O O B-art O O O O O O O O O O O O O O O O O O O O O O O O O B-per O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Turkish security officials say Kurdish rebels have killed 13 Turkish soldiers in a southeastern province near the border with Iraq .	B-gpe O O O O O O O O B-gpe O O O O O O O O O B-geo O
Reports from Turkey say the soldiers were killed Sunday in Sirnak province near an area where a Kurdish rebel was killed in earlier fighting .	O O B-geo O O O O O B-tim O B-geo O O O O O O O O O O O O O O
A Turkish army statement said an operation is under way to hunt down the attackers .	O B-gpe O O O O O O O O O O O O O O
It also said Turkish troops shelled areas near the Iraqi border to try to prevent rebels from reaching their bases in northern Iraq .	O O O B-gpe O O O O O B-gpe O O O O O O O O O O O O B-geo O
Last week , rebels from the Kurdistan Workers ' Party , or PKK , ambushed a minibus in Sirnak and killed 12 passengers , including village guards .	O O O O O O B-org I-org I-org I-org O O B-org O O O O O B-geo O O O O O O O O O
Ankara signed an agreement with Baghdad last month that commits Iraqi troops to crack down on PKK rebels who Turkey says use northern Iraq to attack Turkey .	B-geo O O O O B-geo O O O O B-gpe O O O O O B-org O O B-geo O O O B-geo O O B-geo O
The deal does not allow Turkey to send its troops into Iraq .	O O O O O B-geo O O O O O B-geo O
Afghanistan 's government says Afghan and U.S.-led troops have killed five Taleban insurgents in the east of the country .	B-geo O O O B-gpe O O O O O O B-org O O O O O O O O
The Afghan Defense Ministry says the rebels were killed in a gun fight Saturday in the eastern province of Paktika .	O B-gpe B-org I-org O O O O O O O O O B-tim O O O O O B-geo O
Afghan and coalition forces captured one insurgent .	B-gpe O O O O O O O
In other fighting Saturday , a Canadian soldier was killed in Kandahar province when militants ambushed his patrol with a roadside bomb and gunfire .	O O O B-tim O O B-gpe O O O O B-geo O O O O O O O O O O O O O
Separately , Afghan police are searching for the gunmen who killed two German journalists early Saturday in a remote part of northern Afghanistan .	O O B-gpe O O O O O O O O O B-gpe O O B-tim O O O O O O B-geo O
The two Deutsche Welle journalists , a man and a woman , were shot dead as they spent the night in a tent in Baghlan province .	O O B-org I-org O O O O O O O O O O O O O O O O O O O O B-geo O O
The area has been relatively calm this year , and the motive for the shooting is unknown .	O O O O O O O O O O O O O O O O O O
German Foreign Minister Frank-Walter Steinmeier condemned the killings as atrocious and senseless .	B-gpe O O O O O O O O O O O O
American Idol narrowed the field of hopefuls to 16 March 1 , bouncing two women and two men .	B-org I-org O O O O O O B-tim I-tim I-tim O O O O O O O O
"This time , the axe fell on Alaina Alexander , who sang a tepid rendition of the Dixie Chicks ' "" Not Ready To Make Nice , "" and Nick Pedro , deemed lacking in charisma , according to judge Simon Cowell ."	O O O O O O O B-per I-per O O O O O O O O B-org I-org O O O O O O O O O O B-per I-per O O O O O O O O O B-per I-per O
"Also removed were A.J. Tabaldo and Leslie Hunt , who both sang Nina Simone 's "" Feeling Good "" ."	O O O B-org I-org I-org I-org I-org O O O O B-geo I-geo O O O O O O
Still in the race , however , is 20-year-old New Jersey native Antonella Barba , whose racy photos have become an Internet sensation .	O O O O O O O O B-org I-org I-org I-org I-org I-org O O O O O O O O O O
Burma 's detained democracy leader Aung San Suu Kyi has appealed to the ruling military against her home confinement .	B-geo O O O O B-geo I-geo I-geo I-geo O O O O O O O O O O O
A spokesman for her National League for Democracy says the appeal was sent by the party to the cabinet .	O O O O B-org I-org I-org I-org O O O O O O O O O O O O
Aung San Suu Kyi approved the final draft of her legal appeal during a meeting with her lawyer Kyi Win in September .	B-geo I-geo I-geo I-geo O O O O O O O O O O O O O O B-geo I-geo O B-tim O
Last month , the military government released 9,000 prisoners , including ten political prisoners in an amnesty ahead of elections planned for 2010 .	O O O O O O O O O O O O O O O O O O O O O O B-tim O
The NLD won a landslide victory in 1990 elections , but the military refused to acknowledge the win .	O B-org O O O O O B-tim O O O O O O O O O O O
The Nobel Peace Prize laureate has been under house arrest for 13 of the last 19 years .	O O O O O O O O O O O B-tim I-tim O O B-tim O O
Pope Benedict is calling for swift global action to overcome hunger in the troubled Darfur region of western Sudan .	B-per I-per O O O O O O O O O O O O B-geo O O B-geo I-geo O
Speaking Sunday , the pontiff said the most basic food needs of hundreds of thousands of people in Darfur are not being met .	O B-tim O O O O O O O O O O O O O O O O B-geo O O O O O
Earlier this month , the World Food Program said lagging donations had forced it to reduce food rations to 1,050 calories per day - about half of an average person 's daily requirement .	O O O O O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O O O O
The Khartoum government and Darfur 's main rebel group signed a peace deal May fifth to end fighting that has killed more than 2,00,000 people and displaced more than 2.5 million others since 2003 .	O B-org O O B-geo O O O O O O O O B-tim I-tim O O O O O O O O O O O O O O O O O B-tim I-tim O
But African Union peacekeepers have been unable to stop militia attacks on civilians since then .	O B-geo I-geo O O O O O O O O O O B-tim I-tim O
Prosecutors in Ukraine say they want to question former President Leonid Kuchma about the death of an investigative reporter five years ago .	O O B-geo O O O O O O B-per I-per I-per O O O O O O O B-tim O O O
Officials will pose questions about Georgy Gongadze , an Internet journalist who had been critical of Mr. Kuchma 's government .	O O O O O B-per I-per O O O O O O O O O B-per I-per O O O
No date has been set for the interview .	O O O O O O O O O
The journalist disappeared in September 2000 and his decapitated body was found weeks later .	O O O O B-tim I-tim O O O O O O O O O
Mr. Kuchma 's former bodyguard says he secretly recorded conversations during which the former leader allegedly implicates himself in the killing .	B-per I-per O O O O O O O O O O O O O O O O O O O O
The former president has denied any involvement in Mr. Gongadze 's death .	O O O O O O O O B-per I-per O O O
Friday , his former interior minister , Yuri Kravchenko , apparently committed suicide hours before he was to be questioned in the case .	B-tim O O O O O O B-per I-per O O O O O O O O O O O O O O O
U.S. first lady Laura Bush has visited a center for missing children and praised the work of those trying to reunite the families separated by Hurricane Katrina .	B-geo O O B-per I-per O O O O O O O O O O O O O O O O O O O O B-nat I-nat O
Mrs. Bush greeted volunteers at the National Center for Missing and Exploited Children outside Washington Friday .	B-per I-per O O O O B-org I-org I-org I-org I-org I-org I-org O B-geo B-tim O
The center in Alexandria , Virginia says more than 2,000 children are still reported missing from the hurricane or are looking for their parents or other caregivers .	O O O B-geo O B-geo O O O O O O O O O O O O O O O O O O O O O O
Photographs and information of the missing , including adults , are posted on the center 's website .	O O O O O O O O O O O O O O O O O O
Some children are only listed by their first name , as their full identification is still unknown , nearly three weeks after the storm hit .	O O O O O O O O O O O O O O O O O O O O O O O O O O
The American Red Cross also has a registry of the missing .	O B-org I-org I-org O O O O O O O O
Former president Jimmy Carter says the U.S. military should close its detention camp at Guantanamo Bay , Cuba , following allegations of prisoner abuse .	O B-per I-per I-per O O B-geo O O O O O O O B-geo I-geo O B-geo O O O O O O O
Mr. Carter told an audience in Atlanta Tuesday that closing the camp and several other secret detention centers around the globe would show that the United States is committed to defending human rights .	B-per I-per O O O O B-geo B-tim O O O O O O O O O O O O O O O O O B-geo I-geo O O O O O O O
Earlier this week , a leading Democrat in the Senate called on President Bush to shut down the Guantanamo camp and launch a massive probe into alleged abuses there .	O O O O O O O O O B-org O O B-per I-per O O O O B-geo O O O O O O O O O O O
A report by the human rights group Amnesty International criticizes the U.S. military for holding terrorist suspects without charge and for other abuses .	O O O O O O O B-org I-org O O B-geo O O O O O O O O O O O O
"Defense Secretary Donald Rumsfeld has rejected the Amnesty report as "" absurd , "" and he says U.S. officials have no plans to close the camp at Guantanamo ."	B-per I-per I-per I-per O O O O O O O O O O O O O B-geo O O O O O O O O O B-geo O
NATO says it is investigating allegations that seven members of a private security company were killed Saturday during an Afghan and coalition force operation .	B-org O O O O O O O O O O O O O O O B-tim O O B-gpe O O O O O
"A coalition statement says the deadly shooting happened after its service members had "" peacefully detained "" a Haqqani facilitator in Paktiya province ."	O O O O O O O O O O O O O O O O O O B-geo O O B-geo O O
"NATO says after the joint force used a bullhorn to call for occupants of a vehicle to "" exit peacefully , "" a man got out of the vehicle with an AK-47 ."	B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The alliance says the security force assessed the man "" to be hostile "" and shot him ."	O O O O O O O O O O O O O O O O O O
NATO says several armed individuals then clashed with the force , resulting in seven deaths .	B-org O O O O O O O O O O O O O O O
NATO says it is assessing who the individuals were .	B-org O O O O O O O O O
Brazilian security forces , backed by tanks and helicopters , have carried out an operation to recover stolen weapons from a slum in Rio de Janeiro .	B-gpe O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo I-geo O
More than 1,000 soldiers and police officers searched Monday for 10 assault rifles and a nine-millimeter pistol stolen from army barracks by a group of armed men on Friday .	O O O O O O O O B-tim O O O O O O O O O O O O O O O O O O O B-tim O
A homemade bomb was hurled at soldiers at the entrance of the Providencia slum in the early hours of Monday morning .	O O O O O O O O O O O O B-geo O O O O O O B-tim I-tim O
No injuries were reported .	O O O O O
Security officials say police and soldiers exchanged fire with slum residents .	O O O O O O O O O O O O
Rio is one of the world 's most violent cities .	B-geo O O O O O O O O O O
Its slums are often the scene of gang and drug-related violence that kills hundreds of people each year .	O O O O O O O O O O O O O O O O B-tim O O
China has issued a new set of rules that state-media said would better protect religious freedoms in the officially atheist country .	B-geo O O O O O O O O O O O O O O O O O O O O O
The official Xinhua news agency said Sunday that the Religious Affairs Provisions explicitly specify the rights of religious groups , religious sites , and people .	O O B-org O O O B-tim O O B-org I-org I-org O O O O O O O O O O O O O O
They also offer guidance on religious affairs involving state and public interests .	O O O O O O O O O O O O O
Xinhua called the rules a significant step forward in the protection of Chinese citizens ' religious freedom .	B-org O O O O O O O O O O O B-gpe O O O O O
The U.S. State Department 's Annual Report on Religious Freedom last year rebuked China for poor respect for religious freedom and interference and harassment of people who do not belong to state churches .	O B-org I-org I-org O O O O B-org I-org O O O B-geo O O O O O O O O O O O O O O O O O O O O
China requires people to worship in state-sanctioned churches and cracks down on groups outside of the government 's control .	B-geo O O O O O O O O O O O O O O O O O O O
A new public opinion poll in the United States says President Bush 's job approval rating has fallen to an all-time low of 45 percent because of the war in Iraq and rising gasoline prices .	O O O O O O O B-geo I-geo O B-per I-per O O O O O O O O O O O O O O O O O O B-geo O O O O O
The ABC News-Washington Post survey published Wednesday found that just over half ( 53 percent ) of the 1,600 people surveyed said the war in Iraq is not worth fighting , while 57 percent disapprove of the president 's handling of the conflict .	O B-org I-org I-org O O B-tim O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O
The survey also said 73 percent disapprove of President Bush 's efforts to control the soaring gasoline prices in the United States .	O O O O O O O O B-per I-per O O O O O O O O O O B-geo I-geo O
The poll said that Mr. Bush 's handing of the war against terrorism received 56 percent approval , the only issue on which he received a majority approval .	O O O O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O
The poll of randomly selected Americans has a three percent margin of error .	O O O O O B-gpe O O O O O O O O
Kenyan police say thieves tried to break into the home of Sarah Obama , the grandmother of U.S. presidential hopeful Barack Obama .	B-gpe O O O O O O O O O O B-per I-per O O O O B-geo O O B-per I-per O
The 85-year-old Obama told police and Kenyan media that the break-in attempt occurred early Wednesday at her home in the western village of Kogelo .	O O B-per O O O B-gpe O O O O O O O B-tim O O O O O O O O B-geo O
She told a Kenyan newspaper , The Daily Nation , that the thieves tried to get into the house through the kitchen door and then tried to remove a solar panel from the roof .	O O O B-gpe O O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O O O O
Police say they have arrested four suspects in connection with the incident and are now giving Obama 24-hour protection .	O O O O O O O O O O O O O O O O B-per O O O
Barack Obama was born to a white American mother and a Kenyan father .	B-per I-per O O O O O B-gpe O O O B-gpe O O
The Democratic Party candidate is wildly popular among Kenyans , who take pride in his run for the presidency .	B-org I-org I-org O O O O O B-gpe O O O O O O O O O O O
Sarah Obama is his step-grandmother .	B-per I-per O O O O
Supporters of Zimbabwean President Robert Mugabe have raised $ 2,50,000 to throw him a lavish birthday party , Saturday .	O O B-gpe B-per I-per I-per O O O O O O O O O O O O B-tim O
The state-run Herald newspaper says Mr. Mugabe 's 85th birthday will be celebrated in the town of Chinhoyi , north of the capital Harare .	O O B-org O O B-per I-per O O O O O O O O O O B-geo O O O O O O O
Prime Minister Morgan Tsvangirai , the president 's longtime rival , plans to attend the event .	B-per I-per I-per I-per O O O O O O O O O O O O O
The two men recently entered into a unity government under intense pressure from regional leaders .	O O O O O O O O O O O O O O O O
Mr. Tsvangirai has criticized the president 's birthday parties in the past , saying they waste money in a country crippled by poverty and food shortages .	B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O
Iraqi Kurdish negotiators say they will resume talks Monday with the country 's dominant Shi'ite alliance to hammer out details of a coalition government .	B-gpe O O O O O O O B-tim O O O O O O O O O O O O O O O O
One of the negotiators , Fuad Masoum , says there are further , important issues that need to be resolved before a government is formed .	O O O O O B-per I-per O O O O O O O O O O O O O O O O O O O
Negotiators have been hoping to agree on a government before Iraq 's National Assembly convenes for the first time on Wednesday .	O O O O O O O O O O B-geo O B-geo I-geo O O O O O O B-tim O
Meanwhile , a roadside bomb south of Baghdad killed two American security contractors Sunday .	O O O O O O O B-geo O O B-gpe O O B-tim O
To the north , in Mosul , witnesses say three Iraqi civilians were killed when a U.S. helicopter fired on insurgents .	O O O O O B-geo O O O O B-gpe O O O O O B-geo O O O O O
Also Sunday , a previously-unknown group claimed responsibility for last week 's bomb attack on a Shi'ite funeral that killed 50 people .	O B-tim O O O O O O O O O O O O O O O O O O O O O
It says the attack was to demonstrate opposition to Shi'ites who are set to take control of Iraq 's new government .	O O O O O O O O O O O O O O O O O B-geo O O O O
A prominent U.S. newspaper says Washington wants to expand a secret Central Intelligence Agency operation in Pakistan designed to eliminate Islamic militants ' havens near the Afghan border .	O O B-geo O O B-geo O O O O O B-org I-org I-org O O B-geo O O O B-geo O O O O O B-gpe O O
The Wall Street Journal reported late Friday the U.S. has asked Pakistan in recent weeks to allow more CIA officers and special operations military trainers into the country to participate in Washington 's efforts step up pressure on militants .	B-org I-org I-org I-org O O B-tim O B-geo O O B-geo O B-tim O O O O B-org O O O O O O O O O O O O B-geo O O O O O O O O
"The report says Islamabad has refused the requests for additional personnel because it remains "" extremely wary "" of a larger U.S. ground presence in Pakistan ."	O O O B-geo O O O O O O O O O O O O O O O O O B-geo O O O B-geo O
"The newspaper reports the number of CIA personnel in Pakistan is "" highly classified , "" but says it "" has grown substantially "" in recent years ."	O O O O O O B-org O O B-geo O O O O O O O O O O O O O O O B-tim O O
"The Wall Street Journal says Washington wants Islamabad to take "" more aggressive action "" against groups allied with al-Qaida ."	O B-org I-org I-org O B-geo O B-geo O O O O O O O O O O O B-org O
The death toll from a passenger train derailment in southern India has risen to at least 77 people , after rescue workers retrieved more bodies from the mangled wreckage .	O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O
Authorities say the accident occurred Saturday , near the town of Veligonda in southern Andhra Pradesh state .	O O O O O B-tim O O O O O B-geo O B-geo I-geo I-geo O O
